pickup_address,delivery_address,order_value,payment_method,weather_condition,phone_number,failed
"Central Warehouse, Kathmandu","Ward 8, Baneshwor, Kathmandu",4293.4,COD,extreme,9859118284,0
"Central Warehouse, Kathmandu","Ward 15, Durbar Square, Bhaktapur",198.41,cod,extreme,9825810743,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",4761.54,cod,extreme,9895385988,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",3430.87,COD,clear,9872080552,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2724.6,cod,rainy,9837061110,0
"Central Warehouse, Kathmandu","Ward 11, Durbar Square, Bhaktapur",3221.49,prepaid,clear,9890094124,0
"Central Warehouse, Kathmandu","Ward 26, Durbar Square, Bhaktapur",4347.22,cod,extreme,9859641747,1
"Central Warehouse, Kathmandu","Ward 24, Lakeside, Pokhara",2366.64,prepaid,clear,9836127399,0
"Central Warehouse, Kathmandu","Ward 23, Jawalakhel, Lalitpur",4098.34,COD,clear,9839984970,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3306.41,prepaid,extreme,9829163893,1
"Central Warehouse, Kathmandu","Ward 12, Jawalakhel, Lalitpur",3511.81,prepaid,normal,9875894460,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1718.01,online,foggy,9871743191,1
"Central Warehouse, Kathmandu","Ward 13, Jawalakhel, Lalitpur",2494.08,COD,rainy,9875307089,0
"Central Warehouse, Kathmandu","Ward 1, Patan Durbar Square, Lalitpur",426.03,cod,foggy,9824691452,1
"Central Warehouse, Kathmandu","Ward 22, Lakeside, Pokhara",1904.29,prepaid,extreme,9839389879,0
"Central Warehouse, Kathmandu","Ward 14, Lakeside, Pokhara",143.87,COD,rainy,9832703361,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4670.17,prepaid,rainy,9872568630,0
"Central Warehouse, Kathmandu","Ward 15, Thamel, Kathmandu",307.76,COD,normal,9875176353,0
"Central Warehouse, Kathmandu","Ward 9, Main Road, Biratnagar",4196.16,online,clear,9842281805,1
"Central Warehouse, Kathmandu","Ward 15, Main Road, Biratnagar",2476.78,cod,clear,9823982085,0
"Central Warehouse, Kathmandu","Ward 17, Lakeside, Pokhara",2729.65,online,normal,9879046765,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4351.36,online,foggy,9863872948,1
"Central Warehouse, Kathmandu","Ward 14, Jawalakhel, Lalitpur",553.47,prepaid,foggy,9839549394,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1697.92,prepaid,foggy,9856668140,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1721.57,prepaid,clear,9858284898,0
"Central Warehouse, Kathmandu","Ward 23, Durbar Square, Bhaktapur",459.63,cod,rainy,9813882502,0
"Central Warehouse, Kathmandu","Ward 8, Patan Durbar Square, Lalitpur",1569.94,cod,foggy,9839904400,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",591.63,prepaid,rainy,9851765639,0
"Central Warehouse, Kathmandu","Ward 31, Lakeside, Pokhara",4326.64,prepaid,extreme,9891240633,1
"Central Warehouse, Kathmandu","Ward 4, Thamel, Kathmandu",433.87,prepaid,foggy,9855879947,0
"Central Warehouse, Kathmandu","Ward 19, Main Road, Biratnagar",139.07,cod,rainy,9874103821,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3104.4,prepaid,foggy,9823202034,1
"Central Warehouse, Kathmandu","Ward 19, Baneshwor, Kathmandu",3818.13,COD,foggy,9838945049,1
"Central Warehouse, Kathmandu","Ward 29, Jawalakhel, Lalitpur",4902.03,prepaid,clear,9846862702,0
"Central Warehouse, Kathmandu","Ward 21, Patan Durbar Square, Lalitpur",3496.54,online,clear,9877184665,0
"Central Warehouse, Kathmandu","Ward 24, Main Road, Biratnagar",2449.82,online,extreme,9870636195,0
"Central Warehouse, Kathmandu","Ward 23, Patan Durbar Square, Lalitpur",4223.94,online,normal,9849204632,1
"Central Warehouse, Kathmandu","Ward 28, Baneshwor, Kathmandu",2495.92,online,rainy,9835939477,0
"Central Warehouse, Kathmandu","Ward 12, Lakeside, Pokhara",3618.53,online,extreme,9813228230,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",2552.27,COD,normal,9862434675,0
"Central Warehouse, Kathmandu","Ward 25, Main Road, Biratnagar",3634.74,prepaid,clear,9874110273,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4477.88,online,rainy,9815166373,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",4397.52,prepaid,foggy,9878646555,1
"Central Warehouse, Kathmandu","Ward 7, Main Road, Biratnagar",4548.49,cod,foggy,9828339448,0
"Central Warehouse, Kathmandu","Ward 31, Jawalakhel, Lalitpur",212.98,COD,extreme,9826219926,0
"Central Warehouse, Kathmandu","Ward 23, Thamel, Kathmandu",1001.46,prepaid,foggy,9856059484,0
"Central Warehouse, Kathmandu","Ward 1, Durbar Square, Bhaktapur",4354.91,prepaid,clear,9841729448,0
"Central Warehouse, Kathmandu","Ward 26, Durbar Square, Bhaktapur",3569.82,COD,extreme,9830622042,1
"Central Warehouse, Kathmandu","Ward 4, Baneshwor, Kathmandu",2837.89,COD,extreme,9872693599,1
"Central Warehouse, Kathmandu","Ward 31, Main Road, Biratnagar",1118.21,cod,clear,9859428344,0
"Central Warehouse, Kathmandu","Ward 6, Jawalakhel, Lalitpur",494.33,online,rainy,9894701398,1
"Central Warehouse, Kathmandu","Ward 11, Jawalakhel, Lalitpur",2674.18,prepaid,foggy,9846233840,0
"Central Warehouse, Kathmandu","Ward 11, Main Road, Biratnagar",3686.72,online,foggy,9819825065,0
"Central Warehouse, Kathmandu","Ward 19, Durbar Square, Bhaktapur",4173.34,cod,rainy,9854675652,0
"Central Warehouse, Kathmandu","Ward 6, Main Road, Biratnagar",1708.79,COD,foggy,9884627791,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",4765.45,prepaid,rainy,9876072969,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3340.92,prepaid,extreme,9828620652,0
"Central Warehouse, Kathmandu","Ward 15, Jawalakhel, Lalitpur",1669.85,online,normal,9814689962,0
"Central Warehouse, Kathmandu","Ward 13, Durbar Square, Bhaktapur",3757.68,prepaid,clear,9873037299,0
"Central Warehouse, Kathmandu","Ward 22, Durbar Square, Bhaktapur",3694.52,prepaid,clear,9837310124,0
"Central Warehouse, Kathmandu","Ward 31, Lakeside, Pokhara",1707.55,prepaid,normal,9887224952,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",1385.2,prepaid,normal,9857298083,0
"Central Warehouse, Kathmandu","Ward 23, Patan Durbar Square, Lalitpur",1838.42,prepaid,foggy,9892226657,1
"Central Warehouse, Kathmandu","Ward 1, Baneshwor, Kathmandu",3436.3,COD,rainy,9880140757,0
"Central Warehouse, Kathmandu","Ward 9, Baneshwor, Kathmandu",3500.2,COD,rainy,9891969034,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4280.44,online,normal,9858908914,0
"Central Warehouse, Kathmandu","Ward 1, Main Road, Biratnagar",1027.53,COD,clear,9864437777,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",186.12,COD,extreme,9892265435,1
"Central Warehouse, Kathmandu","Ward 16, Durbar Square, Bhaktapur",492.24,prepaid,clear,9893948003,0
"Central Warehouse, Kathmandu","Ward 5, Patan Durbar Square, Lalitpur",1534.38,COD,normal,9842745590,0
"Central Warehouse, Kathmandu","Ward 14, Durbar Square, Bhaktapur",321.53,prepaid,clear,9817314191,0
"Central Warehouse, Kathmandu","Ward 9, Patan Durbar Square, Lalitpur",3422.04,prepaid,extreme,9854421031,0
"Central Warehouse, Kathmandu","Ward 19, Durbar Square, Bhaktapur",1089.63,COD,rainy,9851250841,0
"Central Warehouse, Kathmandu","Ward 15, Lakeside, Pokhara",2004.88,prepaid,foggy,9855968001,0
"Central Warehouse, Kathmandu","Ward 30, Main Road, Biratnagar",3898.72,online,foggy,9887637505,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3633.94,COD,foggy,9836971866,0
"Central Warehouse, Kathmandu","Ward 21, Thamel, Kathmandu",4755.72,prepaid,foggy,9896632073,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",2383.12,COD,extreme,9824847064,1
"Central Warehouse, Kathmandu","Ward 17, Jawalakhel, Lalitpur",1709.85,prepaid,rainy,9854358322,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2921.83,prepaid,foggy,9813566689,1
"Central Warehouse, Kathmandu","Ward 14, Thamel, Kathmandu",2604.2,COD,clear,9863825378,0
"Central Warehouse, Kathmandu","Ward 9, Thamel, Kathmandu",1748.64,prepaid,clear,9840522815,0
"Central Warehouse, Kathmandu","Ward 30, Lakeside, Pokhara",336.82,online,rainy,9871676409,0
"Central Warehouse, Kathmandu","Ward 21, Patan Durbar Square, Lalitpur",2861.27,online,rainy,9828812985,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4165.42,cod,extreme,9876909452,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4538.43,COD,foggy,9843588744,1
"Central Warehouse, Kathmandu","Ward 12, Jawalakhel, Lalitpur",3417.36,online,rainy,9852959862,1
"Central Warehouse, Kathmandu","Ward 21, Durbar Square, Bhaktapur",3456.58,online,foggy,9822036170,1
"Central Warehouse, Kathmandu","Ward 6, Jawalakhel, Lalitpur",3976.31,online,clear,9885951707,0
"Central Warehouse, Kathmandu","Ward 10, Durbar Square, Bhaktapur",3893.78,online,clear,9885344909,1
"Central Warehouse, Kathmandu","Ward 21, Durbar Square, Bhaktapur",1257.85,cod,extreme,9858010348,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3036.09,COD,foggy,9860767466,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3643.74,cod,extreme,9872977109,1
"Central Warehouse, Kathmandu","Ward 14, Main Road, Biratnagar",2133.41,prepaid,extreme,9872343251,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2361.45,cod,clear,9880345746,0
"Central Warehouse, Kathmandu","Ward 11, Durbar Square, Bhaktapur",1727.4,online,clear,9833272088,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1064.88,cod,rainy,9883515685,0
"Central Warehouse, Kathmandu","Ward 10, Lakeside, Pokhara",2342.45,prepaid,foggy,9863977711,0
"Central Warehouse, Kathmandu","Ward 23, Thamel, Kathmandu",1951.57,cod,extreme,9835456886,0
"Central Warehouse, Kathmandu","Ward 7, Thamel, Kathmandu",1371.53,COD,clear,9856891960,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",2753.11,cod,foggy,9878295862,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",610.53,online,foggy,9884095831,0
"Central Warehouse, Kathmandu","Ward 7, Lakeside, Pokhara",3666.23,COD,foggy,9877141923,1
"Central Warehouse, Kathmandu","Ward 30, Lakeside, Pokhara",421.67,prepaid,foggy,9835066101,1
"Central Warehouse, Kathmandu","Ward 22, Durbar Square, Bhaktapur",3760.14,COD,normal,9862985973,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2700.67,prepaid,rainy,9850279149,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",748.21,online,foggy,9890196436,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2042.48,COD,clear,9832615630,0
"Central Warehouse, Kathmandu","Ward 6, Main Road, Biratnagar",2735.43,cod,rainy,9894568494,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",2591.13,cod,normal,9876380966,1
"Central Warehouse, Kathmandu","Ward 25, Thamel, Kathmandu",4274.04,online,normal,9878137476,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",4795.44,cod,foggy,9836868465,1
"Central Warehouse, Kathmandu","Ward 23, Baneshwor, Kathmandu",1124.3,prepaid,clear,9817630178,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",2916.39,COD,foggy,9885639348,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",149.92,cod,rainy,9848623747,0
"Central Warehouse, Kathmandu","Ward 20, Thamel, Kathmandu",1333.31,COD,rainy,9890993237,1
"Central Warehouse, Kathmandu","Ward 10, Main Road, Biratnagar",2745.69,COD,foggy,9832406760,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3557.69,online,normal,9834849323,0
"Central Warehouse, Kathmandu","Ward 1, Patan Durbar Square, Lalitpur",559.31,cod,foggy,9845519471,1
"Central Warehouse, Kathmandu","Ward 30, Lakeside, Pokhara",2721.79,cod,clear,9874402225,0
"Central Warehouse, Kathmandu","Ward 24, Thamel, Kathmandu",3353.33,cod,normal,9839806212,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2099.62,cod,rainy,9849661319,1
"Central Warehouse, Kathmandu","Ward 20, Durbar Square, Bhaktapur",3339.38,online,rainy,9895728127,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4869.49,cod,extreme,9865800322,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4516.24,online,normal,9878664263,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3227.94,online,rainy,9847114196,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3123.75,cod,normal,9814585968,1
"Central Warehouse, Kathmandu","Ward 15, Lakeside, Pokhara",4967.03,online,clear,9852264838,1
"Central Warehouse, Kathmandu","Ward 21, Main Road, Biratnagar",2675.11,COD,clear,9836890270,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3111.46,COD,clear,9852143441,1
"Central Warehouse, Kathmandu","Ward 5, Lakeside, Pokhara",1920.96,cod,clear,9839823307,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1699.58,cod,normal,9838876331,1
"Central Warehouse, Kathmandu","Ward 1, Main Road, Biratnagar",4304.64,prepaid,extreme,9862775082,0
"Central Warehouse, Kathmandu","Ward 5, Lakeside, Pokhara",473.4,online,rainy,9879439428,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",593.15,prepaid,rainy,9829318823,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4672.47,cod,clear,9817071412,1
"Central Warehouse, Kathmandu","Ward 14, Patan Durbar Square, Lalitpur",4304.27,online,rainy,9821442118,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4566.23,cod,foggy,9817590427,1
"Central Warehouse, Kathmandu","Ward 16, Lakeside, Pokhara",3985.29,prepaid,rainy,9845046738,0
"Central Warehouse, Kathmandu","Ward 32, Patan Durbar Square, Lalitpur",3312.86,COD,extreme,9897798490,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1020.86,prepaid,extreme,9885831101,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1270.95,cod,extreme,9810808485,0
"Central Warehouse, Kathmandu","Ward 10, Durbar Square, Bhaktapur",2056.21,online,normal,9862058361,0
"Central Warehouse, Kathmandu","Ward 9, Thamel, Kathmandu",3427.24,cod,clear,9878769579,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",459.8,prepaid,normal,9836911376,0
"Central Warehouse, Kathmandu","Ward 26, Thamel, Kathmandu",1880.9,online,foggy,9852907314,0
"Central Warehouse, Kathmandu","Ward 5, Durbar Square, Bhaktapur",3927.5,COD,foggy,9899778776,0
"Central Warehouse, Kathmandu","Ward 3, Thamel, Kathmandu",507.98,online,foggy,9837517245,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",544.29,COD,clear,9832997808,0
"Central Warehouse, Kathmandu","Ward 6, Lakeside, Pokhara",1463.4,COD,normal,9815280693,0
"Central Warehouse, Kathmandu","Ward 30, Thamel, Kathmandu",2911.12,prepaid,clear,9873773980,0
"Central Warehouse, Kathmandu","Ward 25, Patan Durbar Square, Lalitpur",1948.57,online,normal,9886404249,0
"Central Warehouse, Kathmandu","Ward 12, Patan Durbar Square, Lalitpur",1353.81,online,extreme,9820446344,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",1377.28,online,foggy,9845590853,0
"Central Warehouse, Kathmandu","Ward 15, Jawalakhel, Lalitpur",778.21,COD,foggy,9854132459,1
"Central Warehouse, Kathmandu","Ward 30, Thamel, Kathmandu",1440.16,online,normal,9814559788,1
"Central Warehouse, Kathmandu","Ward 25, Jawalakhel, Lalitpur",4304.31,cod,foggy,9825163256,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3219.85,cod,foggy,9872088110,1
"Central Warehouse, Kathmandu","Ward 20, Lakeside, Pokhara",235.32,cod,rainy,9868424693,1
"Central Warehouse, Kathmandu","Ward 5, Main Road, Biratnagar",2080.98,COD,foggy,9825416969,1
"Central Warehouse, Kathmandu","Ward 4, Patan Durbar Square, Lalitpur",2431.81,online,extreme,9874196731,0
"Central Warehouse, Kathmandu","Ward 18, Jawalakhel, Lalitpur",1809.17,prepaid,extreme,9891128242,0
"Central Warehouse, Kathmandu","Ward 8, Patan Durbar Square, Lalitpur",1268.56,prepaid,normal,9840624942,1
"Central Warehouse, Kathmandu","Ward 9, Baneshwor, Kathmandu",1051.75,prepaid,foggy,9867415031,0
"Central Warehouse, Kathmandu","Ward 21, Jawalakhel, Lalitpur",4434.94,online,normal,9852233338,0
"Central Warehouse, Kathmandu","Ward 13, Jawalakhel, Lalitpur",2002.4,COD,rainy,9828499584,1
"Central Warehouse, Kathmandu","Ward 15, Durbar Square, Bhaktapur",4861.85,online,foggy,9876511297,0
"Central Warehouse, Kathmandu","Ward 16, Main Road, Biratnagar",1834.82,prepaid,clear,9883810905,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",2387.95,online,normal,9897605162,1
"Central Warehouse, Kathmandu","Ward 30, Thamel, Kathmandu",3459.21,online,clear,9866261649,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3575.32,online,rainy,9849971553,0
"Central Warehouse, Kathmandu","Ward 13, Durbar Square, Bhaktapur",2991.86,COD,clear,9835595671,0
"Central Warehouse, Kathmandu","Ward 9, Jawalakhel, Lalitpur",3540.24,online,foggy,9843614227,0
"Central Warehouse, Kathmandu","Ward 2, Durbar Square, Bhaktapur",2210.19,online,clear,9882191212,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1700.5,prepaid,foggy,9884439915,0
"Central Warehouse, Kathmandu","Ward 20, Jawalakhel, Lalitpur",4493.55,cod,normal,9882577874,1
"Central Warehouse, Kathmandu","Ward 24, Main Road, Biratnagar",4076.33,prepaid,normal,9821291225,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",4078.28,cod,clear,9876137181,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4733.56,prepaid,normal,9851759212,0
"Central Warehouse, Kathmandu","Ward 9, Lakeside, Pokhara",504.4,cod,foggy,9858701474,1
"Central Warehouse, Kathmandu","Ward 12, Lakeside, Pokhara",2318.14,prepaid,normal,9822070268,0
"Central Warehouse, Kathmandu","Ward 4, Baneshwor, Kathmandu",1248.7,COD,extreme,9847038809,1
"Central Warehouse, Kathmandu","Ward 32, Durbar Square, Bhaktapur",3912.9,COD,normal,9899611413,0
"Central Warehouse, Kathmandu","Ward 12, Main Road, Biratnagar",1309.84,cod,rainy,9830832666,1
"Central Warehouse, Kathmandu","Ward 27, Main Road, Biratnagar",3008.23,online,rainy,9896766492,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4664.78,COD,clear,9887803819,1
"Central Warehouse, Kathmandu","Ward 19, Durbar Square, Bhaktapur",3471.25,online,clear,9844131007,0
"Central Warehouse, Kathmandu","Ward 20, Durbar Square, Bhaktapur",586.89,online,normal,9846710261,0
"Central Warehouse, Kathmandu","Ward 17, Patan Durbar Square, Lalitpur",388.69,cod,foggy,9848806230,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",434.1,prepaid,extreme,9869695968,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",1400.77,online,clear,9869987640,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1391.82,cod,clear,9832958380,0
"Central Warehouse, Kathmandu","Ward 27, Thamel, Kathmandu",2792.99,COD,foggy,9849272421,0
"Central Warehouse, Kathmandu","Ward 28, Jawalakhel, Lalitpur",3567.99,prepaid,normal,9899630955,0
"Central Warehouse, Kathmandu","Ward 15, Jawalakhel, Lalitpur",4038.92,online,extreme,9858509811,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3774.14,COD,clear,9891791900,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",2830.91,online,foggy,9893040930,0
"Central Warehouse, Kathmandu","Ward 17, Main Road, Biratnagar",4106.2,COD,normal,9853030285,1
"Central Warehouse, Kathmandu","Ward 6, Main Road, Biratnagar",153.15,prepaid,rainy,9892399378,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1844.41,online,rainy,9895565655,0
"Central Warehouse, Kathmandu","Ward 18, Lakeside, Pokhara",337.51,COD,extreme,9837487313,0
"Central Warehouse, Kathmandu","Ward 19, Main Road, Biratnagar",3345.33,COD,rainy,9859441684,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4178.42,prepaid,rainy,9885748750,1
"Central Warehouse, Kathmandu","Ward 19, Thamel, Kathmandu",345.71,prepaid,normal,9877126971,0
"Central Warehouse, Kathmandu","Ward 3, Patan Durbar Square, Lalitpur",3852.87,cod,clear,9839477183,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3288.79,prepaid,normal,9849284314,0
"Central Warehouse, Kathmandu","Ward 13, Thamel, Kathmandu",2625.5,COD,rainy,9873721441,1
"Central Warehouse, Kathmandu","Ward 11, Main Road, Biratnagar",4354.89,prepaid,normal,9835467589,0
